Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
2026-06-18T19:29:06.477Z,USAGE,cursor-small,No,0,7161,6765,3235,17161,$0.13
2026-06-18T19:48:42.848Z,USAGE,gpt-4o,No,3207,7196,10522,1162,22087,$0.04
2026-06-18T20:18:36.256Z,Included,gpt-4o,No,0,6463,0,1037,7500,Included
2026-06-18T20:29:30.242Z,USAGE,composer-1,No,3764,3861,7353,1644,16622,$0.11
2026-06-18T20:29:36.138Z,USAGE,composer-1,Yes,0,5521,7074,2580,15175,$0.09
2026-06-19T08:39:05.059Z,USAGE,composer-1,No,1791,3025,0,1137,5953,$0.09
2026-06-19T09:33:06.718Z,USAGE,claude-4-sonnet,No,1808,1761,0,524,4093,$0.05
2026-06-19T11:38:40.127Z,USAGE,gpt-4o,No,2008,6160,571,378,9117,$0.03
2026-06-19T11:46:43.617Z,USAGE,claude-4-sonnet,No,0,1519,0,83,1602,$0.02
2026-06-19T12:16:12.035Z,USAGE,claude-4-sonnet,No,0,5007,11593,3237,19837,$0.16
2026-06-19T12:17:51.103Z,USAGE,gpt-4o,No,0,874,54,1654,2582,$0.16
2026-06-19T12:41:37.410Z,Included,gpt-4o,No,1440,3581,10601,451,16073,Included
2026-06-19T15:22:14.760Z,USAGE,cursor-small,No,0,6529,0,2733,9262,$0.07
2026-06-19T15:42:59.079Z,USAGE,claude-4-sonnet,No,3050,3495,0,2663,9208,$0.12
2026-06-19T15:49:43.785Z,USAGE,cursor-small,No,346,1881,9714,1056,12997,$0.16
2026-06-19T16:00:43.008Z,USAGE,composer-1,No,0,7134,0,147,7281,$0.02
2026-06-19T17:08:24.688Z,USAGE,claude-4-sonnet,No,0,2034,0,2813,4847,$0.17
2026-06-19T17:42:57.876Z,USAGE,composer-1,No,2573,2208,0,231,5012,$0.05
2026-06-19T18:29:59.289Z,USAGE,claude-4-sonnet,No,0,2288,0,614,2902,$0.01
2026-06-19T18:44:11.328Z,USAGE,claude-4-sonnet,No,0,4037,0,2500,6537,$0.03
2026-06-19T18:49:49.339Z,USAGE,claude-4-sonnet,No,0,2106,3320,1825,7251,$0.11
2026-06-19T19:07:05.898Z,USAGE,cursor-small,No,3002,5018,5268,3328,16616,$0.07
2026-06-19T19:11:16.308Z,USAGE,gpt-4o,No,778,6505,11408,1595,20286,$0.18
2026-06-19T20:11:57.116Z,USAGE,claude-4-sonnet,No,3440,7241,0,1620,12301,$0.06
2026-06-19T20:12:33.353Z,Included,gpt-4o,Yes,565,6089,0,1242,7896,Included
2026-06-19T20:27:44.947Z,USAGE,composer-1,No,0,1988,4439,2222,8649,$0.15
2026-06-19T20:57:41.593Z,USAGE,cursor-small,No,937,6175,1442,2648,11202,$0.10
2026-06-19T21:04:00.431Z,USAGE,claude-4-sonnet,No,2371,1083,0,3197,6651,$0.18
2026-06-20T08:03:41.381Z,USAGE,claude-4-sonnet,No,0,1740,476,2066,4282,$0.17
2026-06-20T11:07:50.156Z,Included,cursor-small,No,0,2970,11089,1414,15473,Included
2026-06-20T11:29:49.656Z,USAGE,claude-4-sonnet,No,1889,7426,3615,381,13311,$0.16
2026-06-20T12:13:27.263Z,USAGE,claude-4-sonnet,No,2696,4027,6119,638,13480,$0.15
2026-06-20T13:39:51.933Z,USAGE,gpt-4o,No,721,562,0,324,1607,$0.09
2026-06-20T15:11:10.702Z,Included,cursor-small,No,1607,2101,0,2552,6260,Included
2026-06-20T18:13:17.055Z,USAGE,composer-1,No,0,5035,0,1020,6055,$0.03
2026-06-20T18:54:58.497Z,USAGE,gpt-4o,No,2139,7156,237,3070,12602,$0.14
2026-06-21T08:26:02.042Z,Included,composer-1,No,1411,2258,0,451,4120,Included
2026-06-21T08:27:33.413Z,Included,composer-1,No,0,4972,0,179,5151,Included
2026-06-21T11:05:35.789Z,USAGE,gpt-4o,No,0,1815,0,1597,3412,$0.15
2026-06-21T14:37:14.935Z,USAGE,claude-4-sonnet,No,0,5958,535,1294,7787,$0.14
2026-06-21T15:46:49.528Z,USAGE,composer-1,No,0,1996,0,411,2407,$0.11
2026-06-21T15:51:51.730Z,USAGE,claude-4-sonnet,No,0,7574,6274,1577,15425,$0.15
2026-06-21T17:09:58.601Z,USAGE,claude-4-sonnet,No,0,848,0,3248,4096,$0.07
2026-06-21T21:06:28.519Z,Included,claude-4-sonnet,No,0,6340,0,2456,8796,Included
2026-06-21T21:15:15.343Z,USAGE,composer-1,No,0,2925,4380,2142,9447,$0.14
